28, 84
1, 55
-7, 55
1, 98
-14, 55
0, 101
-50, 4
1, 44
-50, -3
-14, 0
17, 79
40, 142
-9, 62
30, 78
-51, 5
-5, 47
-10, 7
-8, 54
-13, 62
-10, 100
-5, 49
-43, 7
-11, 41
-50, 15
27, 86
-43, 17
-5, 31
-3, 45
-6, 46
6, 48
-45, 3
-50, 6
27, 141
0, 49
-7, 49
32, 91
-6, 48
39, 86
35, 104
-10, 47
-7, 54
-5, 44
-47, 0
35, 86
-7, 88
-10, 53
39, 90
0, 57
-2, 85
-39, 56
0, 52
-5, 55
-9, 48
13, 28
-999999963, -999999915
2, 61
-2, 54
0, 100
0, 44
30, 85
-4, 63
40, 102
-42, 16
-48, 7
-5, 56
-6, 38
-6, 46
-2, 45
-11, 41
-1, 48
-45, 2
-8, 48
-5, 59
32, 81
0, 52
-2, 42
-10, 49
-8, 35
-43, 7
30, 105
-12, 40
-7, 43
-3, 52
0, 46
-6, 79
-10, 52
-3, 47
0, 47
-16, 51
-5, 42
-4, 60
-41, 21
29, 40
-59, 2
0, 45
40, 91
-47, 9
-7, 43
-45, 5
-4, 94
-53, 9
37, 92
28, 88
8, 65
-40, 29
-2, 95
-3, 64
-7, 45
-5, 57
-6, 95
36, 86
-5, 53
-5, 52
0, 59
-7, 45
-51, 13
-3, 53
32, 134
1, 61
-38, 3
-6, 46
-44, 8
-8, 44
-4, 47
-10, 7
-2, 34
-10, 37
26, 141
35, 80
30, 101
34, 82
-5, 45
-43, 21
-9, 49
-47, -10
0, 62
2, 57
-46, -42
1, 42
-7, 95
-6, 50
0, 48
35, 88
2, 7
-11, 49
35, 86
-7, 44
-9, 63
-4, 56
36, 93
-8, 45
-49, 14
-5, 53
-46, 2
-3, 69
29, 91
-46, 3
34, 88
-2, 48
31, 90
37, 100
-10, 40
-2, 42
-7, 40
-6, 38
-5, 54
33, 72
36, 99
-1, 39
-49, 13
-3, 43
-49, -2
-4, 46
-47, 19
-5, 49
-43, 8
-999999966, -999999870
0, 52
0, 27
-1, 94
37, 103
-46, 55
-6, 50
-46, -2
-9, 47
18, 84
36, 89
-9, 64
-36, 15
-9, 48
-48, 9
36, 69
-1, 42
-1, 54
41, 84
-44, 11
-7, 37
-7, 35
-43, 7
-41, 4
-7, 58
-49, -2
-5, 46
-44, 14
30, 76
36, 81
-3, 46
-7, 41
-43, 1
5, 41
-6, 50
-7, 39
33, 81
36, 100
1, 60
-6, 40
0, 47
-5, 53
35, 90
-46, 5
-7, 41
-4, 47
-42, 14
37, 102
-6, 54
-9, 48
32, 90
36, 76
-47, 0
-4, 43
-42, 23
0, 48
-2, 51
-5, 41
30, 87
0, 46
-46, 49
-8, 34
-7, 47
-9, 21
-4, 43
-8, 38
-1, 54
-47, 0
-4, 47
-51, 13
-2, 57
-3, 45
-3, 72
29, 121
29, 84
-40, 6
-5, 47
-49, 4
-4, 56
35, 77
-40, 14
34, 89
-2, 33
0, 42
-46, 17
-7, 59
-51, 4
-6, 47
-48, -1
-44, 3
-2, 59
-49, 4
-5, 54
-2, 46
0, 61
-3, 37
-7, 47
-6, 92
-1, 49
-5, 50
41, 110
-47, 12
-4, 93
-41, 3
1, 43
-5, 57
29, 92
-2, 53
-5, 60
-1, 41
-9, 34
-43, 1
31, 130
-6, 33
-5, 43
-7, 38
-8, 99
33, 75
-4, 42
-7, 63
-42, 17
-43, 11
-3, 54
-7, 99
-2, 55
-45, 0
37, 137
38, 102
29, 77
-7, 55
-2, 39
-1, 58
-48, 9
-10, 82
-44, 1
-3, 57
-7, 42
0, 46
0, 40
-9, 64
-6, 45
-44, 9
-5, 41
-3, 99
-7, 49
-13, 41
-38, -16
-7, 53
-4, 64
-7, 54
-3, 48
33, 90
-4, 39
32, 138
-48, 0
-3, 106
-6, 49
-2, 41
-7, 62
-5, 40
-37, 21
-4, 35
-43, 2
-13, 34
-3, 40
34, 86
-3, 93
0, 51
-7, 34
-5, 58
0, 43
-1, 59
-1, 53
-5, 36
-4, 36
-42, 1
-46, -5
37, 94
-11, 90
0, 55
-4, 48
-10, 89
-1, 51
-4, 36
37, 143
-42, 19
-10, 32
-42, 9
-5, 33
2, 60
-7, 92
-6, 100
-1, 52
-2, 58
-3, 53
-6, 50
-39, 17
-8, 50
3, 45
34, 85
-8, 37
-4, 51
0, 57
-7, 39
-47, 21
33, 92
38, 82
0, 58
-2, 51
-43, 11
0, 50
-5, 58
36, 101
34, 95
0, 103
-4, 46
-42, 25
-3, 46
-8, 48
42, 122
-4, 45
-6, 106
-8, 39
-51, 13
-9, 54
33, 74
-4, 98
37, 83
-3, 53
-38, 12
32, 93
0, 45
32, 104
-48, 63
-2, 54
-44, 7
-3, 50
-45, -5
37, 106
-3, 38
-4, 38
35, 70
-4, 56
0, 68
-2, 95
1, 47
35, 100
-43, 3
35, 90
35, 93
-5, 40
-6, 45
-6, 47
0, 56
38, 90
32, 85
42, 93
-43, 2
-9, 44
-41, 70
-6, 33
-1, 42
-46, 3
0, 60
-41, 7
-5, 60
-9, 102
-6, 90
-5, 48
39, 84
33, 72
-4, 52
-1, 49
-7, 38
-9, 47
31, 84
41, 94
37, 90
34, 94
-36, 8
0, 43
-3, 48
-3, 52
-9, 58
-46, 31
37, 137
32, 72
-6, 97
-9, 31
1, 54
-1, 38
-4, 36
-3, 43
-1, 94
-51, 43
0, 45
-41, 10
-5, 68
-4, 98
30, 83
36, 78
-10, 55
-4, 48
-43, 7
0, 29
-3, 71
-5, 37
-1, 39
-3, 53
-48, 7
-3, 87
-45, -1
-46, 14
0, 54
-5, 80
-5, 54
37, 84
-2, 98
29, 80
-44, 17
34, 81
-44, 56
-8, 53
-1, 58
-40, 3
-1, 55
-44, 11
-45, 5
-3, 54
31, 78
34, 84
-4, 43
46, 110
-4, 73
40, 85
-45, 45
-12, 55
-2, 47
-44, 1
-1, 54
-42, -14
-3, 102
2, 51
-3, 49
-6, 47
36, 90
37, 108
-45, 27
2, 69
-44, 3
-1, 50
-47, 19
-6, 55
-47, 6
-10, 40
-4, 36
-39, 3
37, 83
35, 100
-4, 43
-8, 94
-2, 31
-42, 3
-2, 42
-5, 43
-7, 50
-5, 40
-44, 17
2, 51
-51, -2
-6, 40
-1000000006, -999999954
-43, 17
33, 80
-3, 95
31, 101
-6, 45
-4, 39
-11, 42
-43, 18
-4, 93
-1, 38
32, 64
30, 90
-2, 47
0, 51
1, 60
-6, 54
-4, 92
-41, -4
